carnet,nombre,carrera,trimestre,anio,codasig,nomasig,nota,creditos,Cohorte 13
1555555,Oliver Atom,733,13,2015,MC2546,Mecanica,3,0,
1555555,Oliver Atom,733,14,2015,MC2546,Mecanica,3,0,
1555555,Oliver Atom,733,15,2015,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,0,2016,MC2546,Mecanica,3,0,Cohorte 16
1655555,Oliver Atom,733,1,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,2,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,3,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,4,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,5,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,6,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,7,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,8,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,9,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,10,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,11,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,10,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,11,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,12,2016,MC2546,Mecanica,3,150,
1655555,Oliver Atom,733,13,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,14,2016,MC2546,Mecanica,3,0,
1655555,Oliver Atom,733,15,2016,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,0,2017,MC2546,Mecanica,3,0,Cohorte 17
1755555,Oliver Atom,733,1,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,2,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,3,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,4,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,5,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,6,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,7,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,8,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,9,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,10,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,11,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,10,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,11,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,12,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,13,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,14,2017,MC2546,Mecanica,3,0,
1755555,Oliver Atom,733,15,2017,MC2546,Mecanica,3,150,
